target,pos,context,context_pos,freq,lmi,
toilet,NN,be,V,26404,2117.64717274724,
tolerance,NN,of,P,24264,18923.9995632164,
tomb,NN,of,P,20261,21991.8410129778,
tomorrow,NN,be,V,46349,5053.43835207277,
tomorrow,NN,for,P,25498,20484.4442443608,
ton,NN,be,V,26002,-7990.52610075723,
ton,NN,of,P,165069,298347.149993409,
tone,NN,be,V,26256,-9570.42527647822,
tone,NN,in,P,32887,18639.8430534049,
tone,NN,of,P,68525,59022.137433557,
tongue,NN,of,P,21750,10089.392507435,
tonne,NN,of,P,41434,71082.2661778115,
tool,NN,as,P,58769,50228.9646541781,
tool,NN,be,V,135279,-33408.0008556398,
tool,NN,enhance,V,31362,154893.455242767,
tool,NN,for,P,182976,246469.310023355,
tool,NN,free,ADJ,36129,116124.075162002,
tool,NN,have,V,36751,-12059.6723048255,
tool,NN,help,V,20323,43336.8216561088,
tool,NN,in,P,58981,-21880.4357017791,
tool,NN,new,ADJ,25670,38800.5696191525,
tool,NN,of,P,122309,-9934.19158826961,
tool,NN,powerful,ADJ,21085,85038.8553838495,
tool,NN,that,P,21561,-8056.62872718494,
tool,NN,use,V,62577,133759.755265242,
tool,NN,useful,ADJ,20201,74475.2190404636,
tool,NN,with,P,41169,7138.236755996,
tooth,NN,be,V,28427,-7077.28836619822,
tooth,NN,in,P,24680,7793.84872877851,
tooth,NN,of,P,37392,10906.3741997521,
top,NN,at,P,232496,624456.576833007,
top,NN,be,V,41460,-47376.3974297355,
top,NN,from,P,52676,64356.4152365638,
top,NN,in,P,29024,-23021.8782382436,
top,NN,of,P,606443,1095662.5063509,
top,NN,on,P,312359,777644.882355022,
top,NN,over,P,44610,117382.128688583,
top,NN,with,P,25126,-842.439055045521,
topic,NN,about,P,24187,39983.0177845108,
topic,NN,as,P,29281,20497.5808320258,
topic,NN,be,V,94176,-6320.07445691309,
topic,NN,cover,V,21709,80772.7143316157,
topic,NN,for,P,33794,6757.20545869644,
topic,NN,in,P,55417,6024.81391925988,
topic,NN,include,V,29672,76547.0538344564,
topic,NN,of,P,155237,108541.915915351,
topic,NN,on,P,139581,270680.322039343,
topic,NN,such,ADJ,22786,50502.181699315,
torture,NN,of,P,36622,34726.8963846046,
total,NN,be,V,26514,-10545.5722903179,
total,NN,for,P,25261,21365.6757164677,
total,NN,in,P,65199,78769.5967183719,
total,NN,of,P,212006,412930.145171044,
touch,NN,be,V,47755,-18242.799077191,
touch,NN,get,V,67203,201549.970988812,
touch,NN,in,P,161078,248044.453741356,
touch,NN,keep,V,24898,83489.3639644212,
touch,NN,of,P,83500,37013.6803477737,
touch,NN,screen,NN,21720,107115.595222447,
touch,NN,with,P,134854,305592.580636506,
tour,NN,be,V,46934,-19118.0835385477,
tour,NN,for,P,25502,7003.3305876283,
tour,NN,in,P,32387,-2338.95848099125,
tour,NN,of,P,127395,109270.932540763,
tour,NN,on,P,53677,71914.6573037517,
tour,NN,with,P,22540,10575.9506742791,
tourist,NN,be,V,21559,-9384.02366906909,
tourist,NN,of,P,29333,4082.30138181037,
tournament,NN,in,P,28187,26725.0589151189,
tower,NN,be,V,30035,1182.9988543811,
tower,NN,of,P,35578,16909.3105465105,
town,NN,around,P,23939,63431.9610706737,
town,NN,as,P,20223,-5594.31195949952,
town,NN,be,V,126393,-47956.2123750707,
town,NN,centre,NN,85211,427766.034556589,
town,NN,city,NN,40172,144892.900106194,
town,NN,for,P,40106,-9438.84597794912,
town,NN,from,P,40497,24598.7529666775,
town,NN,hall,NN,21167,105023.865296916,
town,NN,have,V,38762,-13155.5277478065,
town,NN,home,NN,20899,46162.1959396974,
town,NN,in,P,297110,351003.037179995,
town,NN,into,P,35486,55363.5007164528,
town,NN,of,P,352856,322427.608423423,
town,NN,on,P,37698,891.697836596074,
town,NN,small,ADJ,68999,231943.798225931,
town,NN,village,NN,22579,93889.3965349502,
town,NN,with,P,37712,797.967755695889,
trace,NN,of,P,64015,103863.076306252,
track,NN,be,V,99546,-17412.1863859417,
track,NN,for,P,32364,-211.823609630957,
track,NN,from,P,25226,14564.2466838805,
track,NN,have,V,25375,-8114.58599705078,
track,NN,in,P,58214,-308.767834574882,
track,NN,keep,V,57215,209283.347340714,
track,NN,of,P,162810,95011.1852917156,
track,NN,on,P,118976,192294.979338862,
track,NN,record,NN,59993,276259.298718183,
track,NN,with,P,33242,11245.0041850016,
trade,NN,be,V,68785,-36304.1225671266,
trade,NN,for,P,39805,8644.04039058021,
trade,NN,free,ADJ,27646,92394.4581747546,
trade,NN,have,V,21055,-10309.6682020448,
trade,NN,in,P,92866,44435.1335690542,
trade,NN,of,P,114756,28752.5822043207,
trade,NN,on,P,27177,4252.06614075946,
trade,NN,union,NN,86194,516825.277088216,
trade,NN,with,P,38983,20050.8040734926,
trading,NN,in,P,25699,10601.0184237338,
trading,NN,of,P,30895,4852.56252385192,
tradition,NN,be,V,47123,-18159.3710259672,
tradition,NN,in,P,48283,16660.6851082231,
tradition,NN,of,P,153923,163905.379503659,
traffic,NN,be,V,60941,-24500.6050172104,
traffic,NN,for,P,29007,4279.60510385449,
traffic,NN,from,P,22190,15815.0055034461,
traffic,NN,in,P,62918,21140.0661796687,
traffic,NN,light,NN,31668,137983.834204107,
traffic,NN,of,P,87161,19378.9913998419,
traffic,NN,on,P,34169,21602.964136568,
traffic,NN,with,P,20015,1892.14583628686,
tragedy,NN,be,V,22890,6338.36314967096,
tragedy,NN,of,P,35595,35058.7000629433,
trail,NN,be,V,31080,-6454.87409458697,
trail,NN,of,P,46165,20981.7397924017,
trail,NN,on,P,24832,29320.3104619284,
train,NN,be,V,59549,-14741.735136739,
train,NN,by,P,28352,29199.8584023904,
train,NN,for,P,23267,2434.29264649075,
train,NN,from,P,30100,35974.9337930154,
train,NN,in,P,33297,-4088.29364232837,
train,NN,of,P,50601,-7279.54338174917,
train,NN,on,P,57227,75856.3416150112,
train,NN,station,NN,35231,183352.267098291,
training,NN,as,P,31368,217.658718464866,
training,NN,at,P,36238,11608.1721714184,
training,NN,be,V,136695,-62396.2120494559,
training,NN,course,NN,40861,118741.970146747,
training,NN,education,NN,36275,127822.541954509,
training,NN,for,P,148547,136459.778541923,
training,NN,have,V,51070,-11186.0249547402,
training,NN,in,P,178511,92208.2474315391,
training,NN,of,P,170822,5625.13317568294,
training,NN,on,P,54766,13237.9598628338,
training,NN,program,NN,33870,101864.981530096,
training,NN,programme,NN,24874,91158.1174270453,
training,NN,provide,V,38713,86128.07782639,
training,NN,receive,V,25790,69008.3729934667,
training,NN,session,NN,29041,121089.359632386,
training,NN,staff,NN,21751,61051.5561143654,
training,NN,that,P,20539,-13189.0557981621,
training,NN,with,P,51713,9385.53285371364,
trait,NN,of,P,24607,15946.8774215407,
transaction,NN,be,V,37168,-987.490278573837,
transaction,NN,in,P,26712,9327.89389092152,
transaction,NN,of,P,47414,22921.0642851102,
transcript,NN,of,P,28890,38080.9685895546,
transfer,NN,be,V,38019,-16327.2932181113,
transfer,NN,for,P,28808,16854.4172776141,
transfer,NN,in,P,22337,-5700.10044129393,
transfer,NN,of,P,111940,102643.270061561,
transformation,NN,of,P,62609,77000.6614482538,
transition,NN,be,V,25304,-9542.11351745296,
transition,NN,from,P,45740,107028.074651256,
transition,NN,in,P,28432,12668.1537045673,
transition,NN,of,P,36077,8807.00678901113,
translation,NN,English,ADJ,20453,108640.588762516,
translation,NN,be,V,38944,-3768.82464161693,
translation,NN,in,P,38101,22382.2901446704,
translation,NN,of,P,97255,105517.696030541,
transmission,NN,of,P,53324,52539.689002729,
transparency,NN,of,P,26821,20373.10461804,
transport,NN,be,V,34830,-18274.8779591396,
transport,NN,for,P,36256,29272.4434493763,
transport,NN,in,P,30378,1356.61057806132,
transport,NN,of,P,66884,26373.4136226865,
transport,NN,public,ADJ,69667,335975.780877571,
transportation,NN,of,P,35823,19496.1426650378,
trauma,NN,of,P,20389,17158.9160749333,
travel,NN,be,V,39911,-25491.0896919218,
travel,NN,for,P,47959,40138.8178027648,
travel,NN,in,P,38055,753.036251065728,
travel,NN,of,P,68887,11961.5426531253,
travel,NN,on,P,27098,15905.8161661726,
travel,NN,time,NN,24270,48298.2619303211,
treasure,NN,of,P,27453,24239.9739548897,
treatment,NN,as,P,26044,-838.380246695963,
treatment,NN,be,V,139587,-40292.6342483051,
treatment,NN,for,P,179632,225529.823436815,
treatment,NN,have,V,33328,-16629.3885498568,
treatment,NN,in,P,93183,1241.86059386375,
treatment,NN,medical,ADJ,30199,118162.026474289,
treatment,NN,of,P,316079,251336.839263197,
treatment,NN,on,P,29709,-6625.99519691392,
treatment,NN,receive,V,22176,59247.06748749,
treatment,NN,that,P,21141,-9859.88989866633,
treatment,NN,with,P,50052,14801.2290700268,
treaty,NN,of,P,21626,9120.59356787369,
tree,NN,be,V,111776,-15790.7190512813,
tree,NN,for,P,29168,-5622.18031640773,
tree,NN,from,P,34236,27406.6365671196,
tree,NN,have,V,28168,-8382.70210681232,
tree,NN,in,P,91976,34018.7622844742,
tree,NN,of,P,150809,64058.9971157798,
tree,NN,on,P,45996,26845.5959481476,
tree,NN,with,P,39662,17158.7440296933,
trend,NN,be,V,61179,-1394.45284565953,
trend,NN,for,P,20805,3964.19406396719,
trend,NN,in,P,74089,64811.2808283488,
trend,NN,of,P,56867,9703.84824466337,
trial,NN,at,P,37365,40713.450533855,
trial,NN,be,V,84098,-17120.2836655397,
trial,NN,clinical,ADJ,55152,330593.166337413,
trial,NN,court,NN,36422,162251.160519295,
trial,NN,for,P,50192,28721.9488404403,
trial,NN,have,V,23695,-5883.69058247894,
trial,NN,in,P,78943,34677.5942554626,
trial,NN,of,P,122252,53430.1393424516,
trial,NN,on,P,40815,28013.6071209444,
trial,NN,that,P,22817,4601.97044425548,
tribe,NN,of,P,43902,46365.4311204388,
tribute,NN,pay,V,34824,194964.162010992,
trick,NN,be,V,39400,14609.0824882279,
trick,NN,do,V,25759,51787.992823885,
trick,NN,of,P,28729,9235.02446790163,
trio,NN,of,P,22494,29825.1889916877,
trip,NN,be,V,66274,-26217.5186354803,
trip,NN,day,NN,23312,57396.1459717127,
trip,NN,field,NN,22077,83937.1249249561,
trip,NN,for,P,52312,34514.3802324582,
trip,NN,from,P,26425,21402.4342723441,
trip,NN,in,P,32005,-13358.643818791,
trip,NN,make,V,31423,54287.7549250113,
trip,NN,of,P,64252,-10283.8368347455,
trip,NN,on,P,70662,90544.9910833967,
trip,NN,take,V,24416,45206.2904677569,
trip,NN,with,P,25733,6906.28505699765,
triumph,NN,of,P,29917,38359.0460805799,
troop,NN,be,V,38907,-7258.5774190984,
troop,NN,in,P,38220,19176.0613267948,
troop,NN,of,P,52468,19884.8434346024,
trouble,NN,be,V,115106,47869.8934420041,
trouble,NN,for,P,33308,15580.3125569617,
trouble,NN,get,V,32479,71132.6658258714,
trouble,NN,have,V,123816,211824.972021476,
trouble,NN,in,P,94757,87881.8899866743,
trouble,NN,into,P,27017,58797.617025865,
trouble,NN,much,ADJ,21807,72844.5195888697,
trouble,NN,of,P,68702,11426.8174932515,
trouble,NN,with,P,63661,91264.0276121798,
truck,NN,be,V,22804,-6960.5120561498,
truck,NN,of,P,23869,165.541483810641,
trust,NN,be,V,45995,-11220.5786933732,
trust,NN,have,V,20309,3260.89541299816,
trust,NN,in,P,70956,63553.946264607,
trust,NN,of,P,73811,36576.7336050669,
trustee,NN,of,P,32734,36398.6473271717,
truth,NN,about,P,49288,113439.930328925,
truth,NN,as,P,20386,5597.35257220298,
truth,NN,be,V,210792,142332.267646874,
truth,NN,for,P,35149,6182.51712936082,
truth,NN,from,P,23633,14463.6217298614,
truth,NN,in,P,93088,52502.1435432637,
truth,NN,know,V,20900,39996.6026486309,
truth,NN,of,P,188538,156519.863466477,
truth,NN,tell,V,52495,198184.255694602,
truth,NN,that,P,68881,87236.2286797422,
tube,NN,be,V,30205,-2731.56905092768,
tube,NN,of,P,29766,4805.65798754838,
tuition,NN,fee,NN,30644,211305.939870124,
tune,NN,in,P,24945,19576.4485131469,
tune,NN,of,P,37539,28300.9679245796,
tunnel,NN,of,P,26005,14001.5587595418,
turbine,NN,wind,NN,30140,222710.203836629,
turn,NN,at,P,39880,56681.5237080619,
turn,NN,be,V,64517,-13037.7606896869,
turn,NN,in,P,238774,432804.64696741,
turn,NN,leave,V,23058,73448.02246731,
turn,NN,of,P,70294,10558.0201150008,
turn,NN,on,P,25229,11904.2282335934,
turn,NN,take,V,29373,66286.6106931004,
turnover,NN,of,P,21667,20421.9336744777,
twelve,NN,month,NN,23684,110116.64882582,
twelve,NN,of,P,39394,25328.6197902852,
twelve,NN,year,NN,22167,68319.6616299278,
two-third,NN,of,P,38890,74988.5743270664,
ty,NN,with,P,31765,69738.0566377194,
type,NN,as,P,32466,-14522.2126715496,
type,NN,be,V,190293,-116896.886639547,
type,NN,by,P,24216,-15892.666573324,
type,NN,certain,ADJ,32736,91756.6214196932,
type,NN,diabetes,NN,24952,125270.981988204,
type,NN,different,ADJ,126875,401625.117156612,
type,NN,for,P,95717,-911.649526994209,
type,NN,from,P,21845,-14284.0335938087,
type,NN,have,V,38914,-38117.2595969894,
type,NN,in,P,106942,-51810.391068355,
type,NN,many,ADJ,32752,34587.8441653897,
type,NN,new,ADJ,29774,28322.7527399878,
type,NN,of,P,1472467,2500768.681169,
type,NN,on,P,59809,-9500.30641220626,
type,NN,other,ADJ,67309,100310.116542922,
type,NN,same,ADJ,25966,38205.0542925778,
type,NN,that,P,29315,-22719.7811086086,
type,NN,use,V,22057,8518.10530546776,
type,NN,various,ADJ,28271,74975.3298568442,
type,NN,with,P,66534,-3669.52658539289,
tyre,NN,be,V,23676,693.0302091829,
uncertainty,NN,be,V,21277,-2111.2941439162,
uncertainty,NN,of,P,45860,42891.0492297565,
understanding,NN,be,V,59978,-38552.7658745378,
understanding,NN,for,P,22279,-7600.94832495899,
understanding,NN,good,ADJ,59745,146447.14848417,
understanding,NN,have,V,24311,-7873.01855966887,
understanding,NN,in,P,34208,-17042.224995429,
understanding,NN,of,P,545689,999599.932108526,
understanding,NN,that,P,48724,41861.4606275958,
understanding,NN,with,P,26751,4275.10251327341,
unemployment,NN,be,V,31302,101.114310482647,
unemployment,NN,in,P,21609,7320.35400626256,
unemployment,NN,of,P,30340,7237.2478151343,
unemployment,NN,rate,NN,33893,173327.286257718,
uniform,NN,in,P,23701,27878.4099692186,
union,NN,be,V,68025,-14725.9655024449,
union,NN,credit,NN,21658,93982.7156338785,
union,NN,for,P,23688,486.99394207552,
union,NN,have,V,32676,8896.74693343979,
union,NN,in,P,47143,5795.64090712751,
union,NN,of,P,83135,20836.5138993291,
union,NN,trade,NN,86194,516825.277088216,
union,NN,with,P,31971,20412.6499519427,
unit,NN,as,P,27441,5582.84070578741,
unit,NN,at,P,23814,5495.24368487923,
unit,NN,be,V,149547,-5435.20152055972,
unit,NN,for,P,48430,6204.28952563062,
unit,NN,have,V,39659,-5617.79648070837,
unit,NN,in,P,94181,19530.2427054378,
unit,NN,of,P,175389,68327.0118989715,
unit,NN,on,P,31975,1082.78181599491,
unit,NN,per,P,20900,64304.3624071748,
unit,NN,with,P,45457,17401.4106104621,
unity,NN,of,P,55820,73636.397144553,
universe,NN,be,V,50702,18697.4192179649,
universe,NN,in,P,51424,56001.5801785396,
universe,NN,of,P,93767,117222.005267022,
university,NN,at,P,78255,138237.120588413,
university,NN,be,V,78492,-26288.4380372231,
university,NN,college,NN,54946,293279.723783237,
university,NN,for,P,35848,6213.0490051642,
university,NN,from,P,29490,23920.7268480443,
university,NN,have,V,35381,3192.93375398064,
university,NN,in,P,98066,58234.6565475186,
university,NN,of,P,99792,17133.8389463646,
university,NN,student,NN,20542,55001.7583862693,
university,NN,that,P,20784,956.288333221406,
university,NN,with,P,27570,6308.33367935132,
update,NN,be,V,40869,-11632.8319518682,
update,NN,for,P,44143,47867.3261626483,
update,NN,of,P,31112,-9050.24414189118,
update,NN,on,P,56116,92326.3243155708,
urgency,NN,of,P,27985,46633.5499831665,
usage,NN,of,P,54878,49474.1648550312,
use,NN,about,P,22060,758.88639153511,
use,NN,as,P,63105,-3706.61661753977,
use,NN,at,P,23588,-20609.4633080778,
use,NN,be,V,202700,-167668.582731676,
use,NN,by,P,96253,43086.7002577748,
use,NN,drug,NN,32738,100602.462719645,
use,NN,energy,NN,20935,45242.2767097689,
use,NN,for,P,454024,577151.253836753,
use,NN,from,P,32633,-17248.7531442993,
use,NN,good,ADJ,60243,63698.5880375603,
use,NN,have,V,49404,-50238.2825996501,
use,NN,in,P,340560,135472.783625535,
use,NN,include,V,24553,21208.283807836,
use,NN,increase,V,20690,37670.3735109816,
use,NN,land,NN,38956,115616.586683914,
use,NN,make,V,171030,320241.734670722,
use,NN,not,ADV,29655,-19212.4891239639,
use,NN,of,P,1754449,2802784.79486241,
use,NN,on,P,89570,-2778.32224167349,
use,NN,other,ADJ,28528,10151.5814612183,
use,NN,such,ADJ,24475,18631.5016879386,
use,NN,that,P,42243,-28966.9415954175,
use,NN,through,P,44422,65317.2630667365,
use,NN,with,P,85539,-6837.30156186536,
user,NN,allow,V,62707,205745.741152678,
user,NN,as,P,34090,-3240.7089761741,
user,NN,be,V,191897,-58043.9383874655,
user,NN,by,P,54962,25654.7143593968,
user,NN,do,V,27061,-5321.95973691031,
user,NN,end,NN,36733,103352.027799043,
user,NN,experience,NN,33715,89624.5150428357,
user,NN,for,P,137998,91044.191247471,
user,NN,from,P,46055,18210.8083989843,
user,NN,have,V,80975,4590.63509999646,
user,NN,if,P,27185,17151.0304334196,
user,NN,in,P,73551,-40846.4175427971,
user,NN,interface,NN,51742,275573.858833442,
user,NN,many,ADJ,20166,17635.5321970431,
user,NN,new,ADJ,20021,17174.7210871075,
user,NN,not,ADV,27544,-3917.93883524438,
user,NN,of,P,240183,45272.2898864009,
user,NN,on,P,50163,-1569.66592754481,
user,NN,other,ADJ,40485,52037.8639010638,
user,NN,service,NN,93553,292661.383590296,
user,NN,that,P,67226,24091.7546552209,
user,NN,with,P,70042,20988.8240705919,
utility,NN,be,V,20533,-9084.93093710603,
utility,NN,of,P,35803,13607.5073226079,
v,NN,in,P,32161,20395.4778468665,
v,NN,of,P,20065,-5561.86859896108,
vacation,NN,on,P,24092,44503.9957842875,
vaccine,NN,be,V,30171,8619.05628865231,
vaccine,NN,of,P,20501,3398.83828778123,
validity,NN,of,P,55456,106081.704489312,
valley,NN,in,P,27897,28577.9093178476,
valley,NN,of,P,36799,31712.5114652549,
value,NN,add,V,75315,260853.388444277,
value,NN,as,P,46821,72.6778189151441,
value,NN,at,P,42694,3345.13460339238,
value,NN,be,V,264855,-53226.0186717227,
value,NN,by,P,35993,-6380.04242281599,
value,NN,face,NN,20973,63823.8151473628,
value,NN,for,P,201963,165586.079566496,
value,NN,from,P,38314,-357.0390788583,
value,NN,good,ADJ,76838,127507.395427354,
value,NN,great,ADJ,41105,74669.446524156,
value,NN,have,V,71365,-20721.0462076193,
value,NN,high,ADJ,40267,79613.2516713777,
value,NN,if,P,20119,2196.74633145194,
value,NN,in,P,176436,17452.8336560161,
value,NN,market,NN,31134,81813.1898801319,
value,NN,money,NN,81302,267996.809453249,
value,NN,not,ADV,22805,-12582.8864443429,
value,NN,of,P,749758,829328.330414147,
value,NN,on,P,62707,-1806.46839654643,
value,NN,real,ADJ,20412,41917.3823830095,
value,NN,than,P,22323,9571.21879334476,
value,NN,that,P,40759,-14784.3473411724,
value,NN,with,P,51837,-11510.0164857219,
variable,NN,be,V,47194,15554.5728152396,
variable,NN,in,P,22974,7254.96518384609,
variable,NN,of,P,37437,13645.9206466646,
variant,NN,of,P,33555,43881.7782699218,
variation,NN,be,V,41173,-1621.98793369977,
variation,NN,in,P,80499,107641.133330998,
variation,NN,of,P,75430,62799.3079126827,
variation,NN,on,P,27734,32680.2518867682,
variety,NN,be,V,47515,-54084.1624330697,
variety,NN,different,ADJ,24495,58404.6368188195,
variety,NN,for,P,45679,5220.32517345296,
variety,NN,from,P,30893,17183.9505439631,
variety,NN,have,V,22139,-15053.9540169722,
variety,NN,in,P,94699,24385.8859790559,
variety,NN,of,P,753775,1426381.14498979,
variety,NN,on,P,27632,-1864.08856023653,
variety,NN,wide,ADJ,106831,552465.135946334,
variety,NN,with,P,38143,9613.60009279881,
vegetable,NN,be,V,22696,-7612.52656285532,
vegetable,NN,fruit,NN,57134,413073.688711766,
vegetable,NN,of,P,25320,1025.86767931474,
vehicle,NN,as,P,27972,12759.4270090943,
vehicle,NN,be,V,119821,-2926.13325882735,
vehicle,NN,for,P,77210,63933.991246688,
vehicle,NN,from,P,22783,10038.3276402158,
vehicle,NN,have,V,30277,-5390.7209067016,
vehicle,NN,in,P,68652,8563.40149800748,
vehicle,NN,motor,NN,32602,184862.047785068,
vehicle,NN,of,P,125667,36410.5825494319,
vehicle,NN,on,P,39426,18801.0712896487,
vehicle,NN,with,P,31913,8380.10856111356,
vein,NN,in,P,20319,26398.0251909579,
velocity,NN,of,P,20013,17195.2895301381,
venture,NN,joint,ADJ,33115,240573.964412263,
venue,NN,at,P,20440,29938.9926647271,
venue,NN,be,V,33755,-4660.81996878536,
venue,NN,for,P,39724,52304.3195032918,
venue,NN,in,P,30958,14907.2342676718,
venue,NN,of,P,25265,-4074.32311735246,
verge,NN,of,P,31688,57672.1174100852,
verge,NN,on,P,32008,101669.819774317,
verse,NN,be,V,23250,-1199.29124635866,
verse,NN,in,P,42311,53026.9161724361,
verse,NN,of,P,37362,25753.23399384,
version,NN,be,V,133635,-47507.1611066017,
version,NN,early,ADJ,22685,62277.7174117915,
version,NN,for,P,35282,-13946.7832136571,
version,NN,have,V,33013,-17553.8511852319,
version,NN,in,P,60672,-26636.4243780889,
version,NN,late,ADJ,37972,129332.37400715,
version,NN,new,ADJ,64357,150229.892273846,
version,NN,of,P,760155,1253825.24688199,
version,NN,old,ADJ,21812,49748.4397758869,
version,NN,on,P,23469,-11313.6302034024,
version,NN,with,P,36392,-1683.63673305653,
vessel,NN,be,V,32060,-459.797940744572,
vessel,NN,blood,NN,28633,166024.090285276,
vessel,NN,in,P,20518,5036.29801084833,
vessel,NN,of,P,40414,19550.2003841433,
veteran,NN,of,P,34906,25236.1492111354,
viability,NN,of,P,22810,38756.4655231243,
vicinity,NN,in,P,38306,94621.1273696552,
vicinity,NN,of,P,30544,55104.9567545823,
victim,NN,be,V,125804,58145.0254791096,
victim,NN,for,P,31317,11385.8419752102,
victim,NN,have,V,23190,-158.429927671986,
victim,NN,in,P,23718,-11863.685017504,
victim,NN,of,P,231952,310935.280429632,
victory,NN,be,V,32398,-12892.5266608255,
victory,NN,for,P,38304,40658.1516743105,
victory,NN,in,P,54549,45230.2075677454,
victory,NN,of,P,45933,9998.14261717811,
victory,NN,over,P,41204,145996.703593979,
video,NN,be,V,101883,-21954.4207490266,
video,NN,for,P,48322,15971.3561212822,
video,NN,from,P,29433,19655.8296015779,
video,NN,game,NN,25043,75856.8710536969,
video,NN,have,V,24890,-10027.2058333171,
video,NN,in,P,65357,3049.47926797212,
video,NN,music,NN,32130,124001.762523067,
video,NN,of,P,125210,32204.4545713997,
video,NN,on,P,61716,55303.4439086081,
video,NN,watch,V,32988,136922.426853162,
video,NN,with,P,29780,4899.52577614503,
view,NN,about,P,28450,19617.0408105023,
view,NN,as,P,29555,-12310.857562031,
view,NN,be,V,239825,-61934.7688177267,
view,NN,by,P,23074,-13380.37878612,
view,NN,different,ADJ,25756,43674.1539589652,
view,NN,express,V,37402,146996.872895037,
view,NN,for,P,38807,-30564.9594921136,
view,NN,from,P,76360,55155.6606790434,
view,NN,good,ADJ,29105,21264.9330710743,
view,NN,have,V,67267,-20684.925806245,
view,NN,in,P,251323,124325.862039478,
view,NN,into,P,20399,9937.50181332752,
view,NN,of,P,874858,1139437.06257574,
view,NN,on,P,167990,167756.379827037,
view,NN,over,P,33553,49515.3584356153,
view,NN,point,NN,213106,863428.935439865,
view,NN,take,V,28408,24265.1480940214,
view,NN,that,P,160821,169163.644991402,
view,NN,with,P,145758,124446.296741972,
viewer,NN,be,V,21710,-5061.27336078323,
viewer,NN,of,P,22615,1678.76452489949,
village,NN,be,V,62923,-20930.0571735755,
village,NN,from,P,25572,22809.4008258103,
village,NN,have,V,20616,-4669.30148635581,
village,NN,in,P,146277,178028.850022017,
village,NN,of,P,184517,186311.070661683,
village,NN,small,ADJ,25248,78281.0217106251,
village,NN,town,NN,22579,93889.3965349502,
village,NN,with,P,20329,2998.6434458896,
violation,NN,be,V,32628,-3605.59293126319,
violation,NN,human,ADJ,23346,105237.72356998,
violation,NN,in,P,40963,33716.5736207066,
violation,NN,of,P,146643,243258.307534514,
violation,NN,right,NN,20988,87921.1301914277,
violence,NN,against,P,40020,145737.476473533,
violence,NN,be,V,57188,-21269.1758530089,
violence,NN,domestic,ADJ,48718,289851.906242509,
violence,NN,in,P,60074,23033.7069590785,
violence,NN,of,P,157469,142901.647068667,
virtue,NN,be,V,24951,-2403.69342690143,
virtue,NN,by,P,52170,138814.989003873,
virtue,NN,of,P,110276,182645.590339788,
virus,NN,be,V,33151,2432.6444100616,
virus,NN,of,P,28247,5079.31898911484,
vision,NN,be,V,52790,-11729.2134582274,
vision,NN,for,P,48183,47144.285690917,
vision,NN,have,V,31576,15341.9586294317,
vision,NN,in,P,27332,-4765.16842155561,
vision,NN,of,P,169202,204583.510686212,
vision,NN,with,P,21469,10479.0334889549,
visit,NN,be,V,53638,-23363.0497405892,
visit,NN,by,P,22583,16235.679053953,
visit,NN,during,P,36227,129456.341775992,
visit,NN,first,ADJ,27030,70963.5526024126,
visit,NN,for,P,39275,21393.3091663134,
visit,NN,from,P,30977,35327.0836048741,
visit,NN,in,P,25836,-11883.3187454851,
visit,NN,of,P,68518,5193.15843248009,
visit,NN,on,P,32667,22259.3862123964,
visit,NN,with,P,25090,10403.3500342612,
visitor,NN,be,V,59575,-12790.5926987647,
visitor,NN,for,P,45873,37427.2057935421,
visitor,NN,from,P,25976,28060.598276757,
visitor,NN,have,V,22736,1000.4063811576,
visitor,NN,in,P,22530,-10836.4713768486,
visitor,NN,of,P,56893,327.809957941035,
visitor,NN,with,P,20543,6791.22016326185,
vitamin,NN,of,P,29835,17646.9264837538,
voice,NN,as,P,20940,4827.82929387572,
voice,NN,be,V,109761,-5286.78828450828,
voice,NN,for,P,33703,2125.28808548495,
voice,NN,from,P,21144,9089.71634997174,
voice,NN,have,V,34304,369.628356120754,
voice,NN,hear,V,43533,172512.560306613,
voice,NN,in,P,82024,30073.7871616282,
voice,NN,of,P,157545,91338.6658767065,
voice,NN,with,P,31279,9586.20044260969,
volume,NN,be,V,57555,-21561.7609140416,
volume,NN,high,ADJ,20419,54127.5639853008,
volume,NN,in,P,69755,36532.4532034624,
volume,NN,of,P,188045,202305.275184863,
volume,NN,on,P,20095,3736.97494517552,
volunteer,NN,be,V,47293,-2335.1837674826,
volunteer,NN,for,P,29463,22667.0674300683,
volunteer,NN,in,P,21738,-2620.9813673483,
volunteer,NN,of,P,50522,14307.4538533317,
vote,NN,be,V,62975,-8287.94941358478,
vote,NN,by,P,30634,35759.9482765777,
vote,NN,for,P,67730,83519.7941699082,
vote,NN,have,V,20481,-673.055204625523,
vote,NN,in,P,55624,25051.7093545588,
vote,NN,of,P,101207,61670.0829032974,
vote,NN,on,P,37438,35985.6164997437,
voter,NN,be,V,34740,-8746.02634728793,
voter,NN,in,P,27165,5660.83019540148,
voter,NN,of,P,53816,24348.7961821184,
voting,NN,for,P,21305,24837.760843209,
voting,NN,of,P,23556,5673.13208067395,
vulnerability,NN,of,P,21136,18955.3471463418,
wage,NN,be,V,42429,-10199.9032007205,
wage,NN,for,P,29564,20407.1447315116,
wage,NN,in,P,27926,1324.60489451824,
